"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,55.7284133487903,64.8959139164781,73.4402444784196
"2","Dynamisch",12,506.701067995267,589.475353909823,666.412355277682
"3","Dynamisch",13,1732.1133349473,2013.55139224496,2273.17729200162
"4","Dynamisch",14,3551.96625108144,4122.54833506037,4659.32883252822
"5","Dynamisch",15,5144.07883719561,5972.09425119913,6750.75333070511
"6","Dynamisch",16,6510.99197047823,7556.48554824774,8538.82998131226
"7","Dynamisch",17,7591.34940046287,8809.15019109275,9951.00326527225
"8","Dynamisch",18,8251.18651008594,9569.78224579986,10808.3303266764
"9","Dynamisch",19,8709.94910915951,10097.8775136287,11403.4712354478
"10","Dynamisch",20,8980.7143200846,10409.6987211554,11754.8325659743
"11","Dynamisch",21,9167.17987628656,10624.2142151705,11996.0969537272
"12","Dynamisch",22,9310.15092667104,10788.2507085091,12180.7248351073
"13","Dynamisch",23,9396.66055434246,10887.4061629274,12292.2295552938
"14","Dynamisch",24,9446.77270591004,10945.0971645857,12357.1419815293
"15","Dynamisch",25,9483.91798456862,10988.366769028,12405.7891374101
"16","Dynamisch",26,9500.94921216842,11008.1999875488,12428.042793026
"17","Dynamisch",27,9519.45811448964,11029.8378515316,12452.3681706975
"18","Dynamisch",28,9528.70048010575,11040.6570347049,12464.5407440953
"19","Dynamisch",29,9539.46057553855,11053.2796597072,12478.749232767
"20","Dynamisch",30,9550.2517848345,11065.9022989574,12492.9376507119
"21","Dynamisch",31,9564.16966770038,11082.1278166045,12511.1003808717
"22","Dynamisch",32,9571.92826317394,11091.1419143807,12521.1708819624
"23","Dynamisch",33,9612.2442073874,11138.0120642623,12574.454348922
"24","Dynamisch",34,9653.94530802612,11186.6868888428,12629.7726775668
"25","Statisch",11,56.8460193164631,64.7274847707807,72.8273433883411
"26","Statisch",12,516.351541217362,587.941327340275,661.515077486141
"27","Statisch",13,1763.8070458754,2008.35003423766,2259.67032657149
"28","Statisch",14,3611.3040354891,4111.99330859135,4626.55819408662
"29","Statisch",15,5231.41681900146,5956.72665379083,6702.13661429688
"30","Statisch",16,6619.40799704287,7537.15609024879,8480.33713066094
"31","Statisch",17,7716.85277911816,8786.75617359063,9886.30916070398
"32","Statisch",18,8383.21472905586,9545.50614631846,10740.0068191277
"33","Statisch",19,8845.87839535257,10072.3159691947,11332.7400363428
"34","Statisch",20,9119.05525064225,10383.3675015298,11682.7156036461
"35","Statisch",21,9306.96311904744,10597.3278053743,11923.450239824
"36","Statisch",22,9450.65736315889,10760.9445098363,12107.54145886
"37","Statisch",23,9537.50556644508,10859.8337276804,12218.8053715905
"38","Statisch",24,9588.03543913668,10917.3692731771,12283.5407388923
"39","Statisch",25,9625.93283412895,10960.5209326047,12332.0922455114
"40","Statisch",26,9643.30246677416,10980.298776122,12354.3450158381
"41","Statisch",27,9662.2511533644,11001.8746049567,12378.6207595848
"42","Statisch",28,9671.72549439394,11012.6625192889,12390.7586351518
"43","Statisch",29,9682.77889084143,11025.2484191025,12404.9194889264
"44","Statisch",30,9693.83229042776,11037.8343189121,12419.0803446313
"45","Statisch",31,9708.0438023874,11054.016190191,12437.2871572613
