"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,44.0420561764457,65.6646206650597,86.3064423084307
"2","Dynamisch",12,453.250344741451,596.462284489176,746.2432308642
"3","Dynamisch",13,1658.90276740263,2027.07994253658,2421.51094952748
"4","Dynamisch",14,3522.56477450661,4132.29422680109,4733.31024281604
"5","Dynamisch",15,5265.75216084925,6104.31685557329,6927.0026782858
"6","Dynamisch",16,6505.61136049235,7568.32891897651,8603.42115064777
"7","Dynamisch",17,7512.00354222385,8693.86617271549,9904.45340048685
"8","Dynamisch",18,8081.24292382565,9361.75949237409,10706.4537085441
"9","Dynamisch",19,8400.161271287,9794.6903411951,11187.3784959598
"10","Dynamisch",20,8554.62041364188,10042.5308539889,11467.6303527171
"11","Dynamisch",21,8670.16619929199,10212.7049284198,11682.7392898916
"12","Dynamisch",22,8755.92614873827,10341.348174944,11878.4140542536
"13","Dynamisch",23,8816.16311336809,10417.4227020002,11997.5109613479
"14","Dynamisch",24,8830.97520749279,10462.2755589063,12040.6887340411
"15","Dynamisch",25,8847.88619441789,10495.9110418401,12073.704126698
"16","Dynamisch",26,8854.47198560606,10511.3120887097,12086.8292544982
"17","Dynamisch",27,8864.65569250299,10527.9595693713,12111.3759580984
"18","Dynamisch",28,8872.05637910998,10534.9248554066,12125.7287932018
"19","Dynamisch",29,8882.21490957233,10544.6249406223,12146.6771241583
"20","Dynamisch",30,8892.83496934512,10554.331182407,12168.6656782973
"21","Dynamisch",31,8906.81345075176,10565.4225174364,12178.3373652288
"22","Statisch",11,58.2224242060065,66.0764730693455,74.3925378392584
"23","Statisch",12,528.85381191468,600.194634027869,675.732044846306
"24","Statisch",13,1806.51294071495,2050.20611922231,2308.23432514301
"25","Statisch",14,3698.74160455427,4197.69148146616,4725.9918666157
"26","Statisch",15,5358.08054264136,6080.8709660147,6846.18038785123
"27","Statisch",16,6779.67814730945,7694.23820132365,8662.59885248441
"28","Statisch",17,7903.6939420735,8969.88123574725,10098.7885652452
"29","Statisch",18,8586.18969330806,9744.44435549046,10970.8350523828
"30","Statisch",19,9060.05549282156,10282.2334440776,11576.3082108975
"31","Statisch",20,9339.84670220254,10599.767618817,11933.8060721234
"32","Statisch",21,9532.30423802497,10818.1870804908,12179.7150849043
"33","Statisch",22,9679.47759846828,10985.2137269108,12367.7632192683
"34","Statisch",23,9766.8112103067,11084.3284395148,12479.3522015701
"35","Statisch",24,9818.56448159897,11143.0630841917,12545.4790045331
"36","Statisch",25,9857.37944848479,11187.1140672897,12595.0741229733
"37","Statisch",26,9875.16963159241,11207.3041014345,12617.8052241979
"38","Statisch",27,9894.5771032498,11229.3295934215,12642.6027788047
"39","Statisch",28,9902.66354757357,11238.5068816017,12652.93509565
"40","Statisch",29,9913.98456924591,11251.3550849049,12667.4003393146
"41","Statisch",30,9925.30559013484,11264.2032882691,12681.8655787979
"42","Statisch",31,9938.24390539676,11278.8869495845,12698.3972802288
"43","Interventie",11,31.2389743948545,230.486922994182,432.962730841305
"44","Interventie",12,548.72589616217,870.869917831923,1218.21923691607
"45","Interventie",13,1807.37259110958,2263.393089325,2689.81549905753
"46","Interventie",14,3649.19192392567,4199.16228606742,4722.56587072925
"47","Interventie",15,5422.68863576831,6079.54066428603,6726.43370762063
"48","Interventie",16,6641.23695006934,7429.76198317412,8207.01211739737
"49","Interventie",17,7543.9156322187,8416.42470104968,9292.62428854985
"50","Interventie",18,7944.20292609955,8934.74836299496,9907.4654707109
"51","Interventie",19,8039.69890764562,9090.94326640278,10114.7835038808
"52","Interventie",20,7909.58152889038,9054.08038724549,10226.651673941
"53","Interventie",21,7752.0294198899,9001.02533594888,10293.2763133728
"54","Interventie",22,7573.90010566157,8913.84974417152,10300.8581894381
"55","Interventie",23,7337.27150590574,8799.02972260551,10297.990330287
"56","Interventie",24,7147.28223055742,8691.60896407162,10353.06127038
"57","Interventie",25,6904.0208527412,8598.49027902646,10391.2083674171
"58","Interventie",26,6691.36440749857,8484.83224213686,10383.0652924193
"59","Interventie",27,6414.97280373079,8353.25881311918,10391.0108795314
"60","Interventie",28,6229.09446279463,8203.09660726301,10389.7301419509
"61","Interventie",29,5933.52663177652,7995.73657520353,10307.2332550692
"62","Interventie",30,5702.28637914937,7903.32644415936,10305.810558923
"63","Interventie",31,5410.41581315337,7789.01756644901,10246.3763969633
"64","CBS/AMC",11,0,165,0
"65","CBS/AMC",12,0,685,0
"66","CBS/AMC",13,0,2030,0
"67","CBS/AMC",14,0,4001,0
"68","CBS/AMC",15,0,6068,0
"69","CBS/AMC",16,0,7358,0
"70","CBS/AMC",17,0,8337,0
"71","CBS/AMC",18,0,8737,0
"72","CBS/AMC",19,0,8786,0
"73","CBS/AMC",20,0,8510,0
"74","CBS/AMC",21,0,8468,0
"75","CBS/AMC",22,0,8369,0
"76","CBS/AMC",23,0,8190,0
"77","CBS/AMC",24,0,8073,0
"78","CBS/AMC",25,0,7871,0
"79","CBS/AMC",26,0,7466,0
"80","CBS/AMC",27,0,7263,0
"81","CBS/AMC",28,0,7010,0
"82","CBS/AMC",29,0,6672,0
"83","CBS/AMC",30,0,6483,0
"84","CBS/AMC",31,0,6159,0
