"","model","week","Laag","Gemiddeld","Hoog","year","weekyear","deaths_week_mid","deaths_week_low","deaths_week_high","deaths_low_cumsum","deaths_mid_cumsum","deaths_high_cumsum"
"1","Dynamisch",11,48.2786101924328,65.4360142236867,83.3449170998066,2020,"2020-11",65.4360142236867,48.2786101924328,83.3449170998066,48.2786101924328,65.4360142236867,83.3449170998066
"2","Dynamisch",12,463.310243190154,598.271038903757,736.224036484385,2020,"2020-12",532.83502468007,415.031632997721,652.879119384579,463.310243190154,598.271038903757,736.224036484385
"3","Dynamisch",13,1670.12327835753,2043.74482037126,2421.33199854167,2020,"2020-13",1445.4737814675,1206.81303516737,1685.10796205728,1670.12327835753,2043.74482037126,2421.33199854167
"4","Dynamisch",14,3525.61738066367,4173.33827229546,4814.80349085526,2020,"2020-14",2129.59345192421,1855.49410230614,2393.47149231359,3525.61738066367,4173.33827229546,4814.80349085526
"5","Dynamisch",15,5286.47776088327,6162.75127408036,7042.44361262016,2020,"2020-15",1989.4130017849,1760.86038021959,2227.6401217649,5286.47776088327,6162.75127408036,7042.44361262016
"6","Dynamisch",16,6614.9670716908,7695.95830287392,8823.46994700429,2020,"2020-16",1533.20702879355,1328.48931080754,1781.02633438413,6614.9670716908,7695.95830287392,8823.46994700429
"7","Dynamisch",17,7607.6635375818,8865.81538941951,10085.0473014347,2020,"2020-17",1169.8570865456,992.696465890998,1261.57735443039,7607.6635375818,8865.81538941951,10085.0473014347
"8","Dynamisch",18,8192.7622061573,9564.97894576486,10938.7895596755,2020,"2020-18",699.163556345342,585.0986685755,853.742258240853,8192.7622061573,9564.97894576486,10938.7895596755
"9","Dynamisch",19,8586.76013757474,10026.8858710157,11510.0301284034,2020,"2020-19",461.906925250811,393.997931417436,571.240568727895,8586.76013757474,10026.8858710157,11510.0301284034
"10","Dynamisch",20,8820.23627402728,10296.8072787992,11818.5436299826,2020,"2020-20",269.921407783566,233.476136452544,308.513501579178,8820.23627402728,10296.8072787992,11818.5436299826
"11","Dynamisch",21,8938.46513425267,10482.7595342426,12012.1971827523,2020,"2020-21",185.952255443317,118.228860225394,193.653552769727,8938.46513425267,10482.7595342426,12012.1971827523
"12","Dynamisch",22,9053.85500234667,10624.2094036985,12188.770695072,2020,"2020-22",141.449869455999,115.389868093995,176.573512319639,9053.85500234667,10624.2094036985,12188.770695072
"13","Dynamisch",23,9124.03790512864,10711.5333348422,12292.2669678152,2020,"2020-23",87.32393114361,70.1829027819749,103.496272743256,9124.03790512864,10711.5333348422,12292.2669678152
"14","Dynamisch",24,9163.37816226608,10766.4475555404,12354.9938297112,2020,"2020-24",54.9142206982378,39.3402571374318,62.7268618959479,9163.37816226608,10766.4475555404,12354.9938297112
"15","Dynamisch",25,9187.08015754922,10806.0310596831,12411.2485239232,2020,"2020-25",39.5835041427526,23.7019952831452,56.2546942119861,9187.08015754922,10806.0310596831,12411.2485239232
"16","Dynamisch",26,9203.89762062534,10825.1379314874,12435.9179381838,2020,"2020-26",19.1068718042279,16.8174630761168,24.6694142606066,9203.89762062534,10825.1379314874,12435.9179381838
"17","Dynamisch",27,9220.33977316618,10844.3857937246,12460.8169390516,2020,"2020-27",19.2478622371964,16.4421525408379,24.8990008678593,9220.33977316618,10844.3857937246,12460.8169390516
"18","Dynamisch",28,9228.08605690509,10854.0935681473,12472.1137964198,2020,"2020-28",9.70777442272083,7.74628373891392,11.2968573681756,9228.08605690509,10854.0935681473,12472.1137964198
"19","Dynamisch",29,9235.33251841283,10865.5277785143,12485.7751012496,2020,"2020-29",11.4342103670424,7.24646150774242,13.6613048297932,9235.33251841283,10865.5277785143,12485.7751012496
"20","Dynamisch",30,9245.0934974297,10877.0686620943,12500.0971837745,2020,"2020-30",11.5408835799626,9.7609790168699,14.3220825249064,9245.0934974297,10877.0686620943,12500.0971837745
"21","Dynamisch",31,9257.31971412879,10891.9811089615,12517.7276454155,2020,"2020-31",14.9124468672253,12.226216699084,17.6304616410398,9257.31971412879,10891.9811089615,12517.7276454155
"22","Dynamisch",32,9263.70538849355,10900.2879320197,12527.2121690046,2020,"2020-32",8.30682305814662,6.3856743647666,9.48452358908071,9263.70538849355,10900.2879320197,12527.2121690046
"23","Dynamisch",33,9299.07360696964,10943.9114624386,12571.8695227493,2020,"2020-33",43.6235304189468,35.3682184760928,44.6573537446475,9299.07360696964,10943.9114624386,12571.8695227493
"24","Dynamisch",34,9331.88750287442,10988.8222172869,12619.6225880859,2020,"2020-34",44.9107548483098,32.8138959047701,47.7530653366266,9331.88750287442,10988.8222172869,12619.6225880859
"25","Dynamisch",35,9356.14337704796,11026.9648326486,12666.4741685785,2020,"2020-35",38.1426153616885,24.2558741735447,46.8515804926501,9356.14337704796,11026.9648326486,12666.4741685785
"26","Dynamisch",36,9376.00005587389,11056.7048024442,12694.2255149829,2020,"2020-36",29.739969795628,19.8566788259286,27.7513464043896,9376.00005587389,11056.7048024442,12694.2255149829
"27","Dynamisch",37,9399.35869718609,11089.7167406892,12726.5789014072,2020,"2020-37",33.0119382449593,23.3586413121993,32.3533864242818,9399.35869718609,11089.7167406892,12726.5789014072
"28","Dynamisch",38,9460.60544348558,11150.807670852,12791.3575029218,2020,"2020-38",61.0909301627817,61.2467462994937,64.7786015146139,9460.60544348558,11150.807670852,12791.3575029218
"29","Dynamisch",39,9606.9759539063,11301.4260711107,12977.1572690233,2020,"2020-39",150.618400258678,146.370510420717,185.799766101423,9606.9759539063,11301.4260711107,12977.1572690233
"30","Dynamisch",40,9790.07240727008,11512.9607668711,13205.9025318776,2020,"2020-40",211.534695760442,183.096453363785,228.745262854347,9790.07240727008,11512.9607668711,13205.9025318776
"31","Dynamisch",41,10059.4146452551,11794.1288482315,13541.7489765481,2020,"2020-41",281.168081360396,269.342237985054,335.846444670529,10059.4146452551,11794.1288482315,13541.7489765481
"32","Dynamisch",42,10444.1113627024,12229.6261539969,14056.1258449035,2020,"2020-42",435.497305765361,384.696717447216,514.376868355364,10444.1113627024,12229.6261539969,14056.1258449035
"33","Dynamisch",43,10889.5337424433,12824.8692165724,14762.2643032635,2020,"2020-43",595.243062575519,445.422379740954,706.138458360003,10889.5337424433,12824.8692165724,14762.2643032635
"34","Dynamisch",44,11664.2439342747,13634.1557926368,15671.8294404715,2020,"2020-44",809.286576064438,774.710191831371,909.565137207997,11664.2439342747,13634.1557926368,15671.8294404715
"35","Dynamisch",45,12332.3122365384,14452.3646092385,16604.9628760062,2020,"2020-45",818.208816601693,668.068302263677,933.133435534739,12332.3122365384,14452.3646092385,16604.9628760062
"36","Dynamisch",46,12883.6285044148,15135.605565208,17362.4534361996,2020,"2020-46",683.240955969439,551.316267876426,757.490560193342,12883.6285044148,15135.605565208,17362.4534361996
"37","Dynamisch",47,13308.9294464941,15660.090859831,18006.1301843399,2020,"2020-47",524.485294623006,425.300942079322,643.676748140333,13308.9294464941,15660.090859831,18006.1301843399
"38","Dynamisch",48,13672.8204383801,16170.1559977313,18599.6854829344,2020,"2020-48",510.065137900374,363.890991886046,593.555298594521,13672.8204383801,16170.1559977313,18599.6854829344
"39","Dynamisch",49,14136.0405772727,16630.8426755761,19132.4654332571,2020,"2020-49",460.68667784478,463.220138892517,532.779950322645,14136.0405772727,16630.8426755761,19132.4654332571
"40","Dynamisch",50,14646.051497917,17190.2701549192,19792.4782493503,2020,"2020-50",559.42747934307,510.010920644367,660.012816093265,14646.051497917,17190.2701549192,19792.4782493503
"41","Dynamisch",51,15205.3116305266,17935.0963668043,20674.5286386255,2020,"2020-51",744.826211885123,559.260132609525,882.050389275188,15205.3116305266,17935.0963668043,20674.5286386255
"42","Dynamisch",52,15915.3484144202,18744.3829415721,21640.5152739751,2020,"2020-52",809.28657476779,710.036783893598,965.986635349534,15915.3484144202,18744.3829415721,21640.5152739751
"43","Dynamisch",53,16675.3484144202,19694.3829415721,22780.5152739751,2020,"2020-53",950,760.000000000002,1140,16675.3484144202,19694.3829415721,22780.5152739751
"44","Dynamisch",1,605.406694038196,897.082252108926,1167.76373629754,2021,"2021-1",897.082252108926,605.406694038196,1167.76373629754,17280.7551084584,20591.465193681,23948.2790102726
"45","Dynamisch",2,1086.52300390125,1607.7351858715,2098.04734894383,2021,"2021-2",710.652933762574,481.116309863056,930.283612646288,17761.8714183214,21302.1181274436,24878.5626229189
"46","Dynamisch",3,1548.16529336773,2278.89593374147,2935.97189116816,2021,"2021-3",671.16074786997,461.642289466477,837.924542224333,18223.5137077879,21973.2788753136,25716.4871651432
"47","Dynamisch",4,1914.92271816645,2793.71141838883,3632.09747821617,2021,"2021-4",514.815484647358,366.757424798722,696.125587048013,18590.2711325866,22488.0943599609,26412.6127521912
"48","Dynamisch",5,2221.61542943129,3271.77224242913,4259.99860744143,2021,"2021-5",478.060824040298,306.69271126484,627.901129225254,18896.9638438514,22966.1551840012,27040.5138814165
"49","Dynamisch",6,2478.17971086664,3711.90421663517,4836.9899083108,2021,"2021-6",440.13197420604,256.564281435345,576.99130086937,19153.5281252868,23406.2871582073,27617.5051822859
"50","Dynamisch",7,2808.35150234027,4149.80139003695,5428.79539823345,2021,"2021-7",437.897173401778,330.171791473637,591.805489922647,19483.6999167604,23844.184331609,28209.3106722085
"51","Dynamisch",8,2958.29920450194,4427.33135096628,5822.93548775585,2021,"2021-8",277.529960929331,149.947702161669,394.140089522408,19633.6476189221,24121.7142925384,28603.4507617309
"52","Dynamisch",9,3082.48069563877,4653.09760063635,6158.26228744049,2021,"2021-9",225.766249670073,124.181491136833,335.326799684633,19757.8291100589,24347.4805422084,28938.7775614155
"53","Dynamisch",10,3187.81089733032,4826.24125877955,6411.77897304546,2021,"2021-10",173.143658143196,105.330201691546,253.516685604978,19863.1593117505,24520.6242003516,29192.2942470205
"54","Dynamisch",11,3239.7608798107,4989.50313141587,6671.32509422743,2021,"2021-11",163.261872636321,51.9499824803756,259.546121181965,19915.1092942309,24683.886072988,29451.8403682025
"55","Dynamisch",12,3312.5419388676,5118.85177829034,6899.96601488462,2021,"2021-12",129.348646874473,72.7810590569006,228.640920657193,19987.8903532878,24813.2347198624,29680.4812888597
