"","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","date"
"2020-08-05",921,-10,911,15,0,15,5,-1,4,2020-08-05
