"total","date_start_unix","date_end_unix","date_of_insertion_unix","date"
0,1609113600,1609632000,1614086248,2021-02-23
197730,1609718400,1610236800,1614086248,2021-02-23
346320,1610323200,1610841600,1614086248,2021-02-23
544380,1610928000,1611446400,1614086248,2021-02-23
636810,1611532800,1612051200,1614086248,2021-02-23
847890,1612137600,1612656000,1614086248,2021-02-23
1086210,1612742400,1613260800,1614086248,2021-02-23
