"total","date_start_unix","date_end_unix","date_of_insertion_unix","date"
0,1609113600,1609632000,1614776483,2021-03-03
197730,1609718400,1610236800,1614776483,2021-03-03
346320,1610323200,1610841600,1614776483,2021-03-03
544380,1610928000,1611446400,1614776483,2021-03-03
636810,1611532800,1612051200,1614776483,2021-03-03
847890,1612137600,1612656000,1614776483,2021-03-03
1086210,1612742400,1613260800,1614776483,2021-03-03
1378770,1613347200,1613865600,1614776483,2021-03-03
