"total","date_start_unix","date_of_report_unix","date_end_unix","date_of_insertion_unix","date"
0,1609113600,1620086400,1609632000,1620149144,2021-05-04
195753,1609718400,1620086400,1610236800,1620149144,2021-05-04
342857,1610323200,1620086400,1610841600,1620149144,2021-05-04
538936,1610928000,1620086400,1611446400,1620149144,2021-05-04
630442,1611532800,1620086400,1612051200,1620149144,2021-05-04
839411,1612137600,1620086400,1612656000,1620149144,2021-05-04
1075348,1612742400,1620086400,1613260800,1620149144,2021-05-04
1321373,1613347200,1620086400,1613865600,1620149144,2021-05-04
1671922,1613952000,1620086400,1614470400,1620149144,2021-05-04
2086791,1614556800,1620086400,1615075200,1620149144,2021-05-04
2473693,1615161600,1620086400,1615680000,1620149144,2021-05-04
2777435,1615766400,1620086400,1616284800,1620149144,2021-05-04
3084335,1616371200,1620086400,1616889600,1620149144,2021-05-04
3422975,1616976000,1620086400,1617494400,1620149144,2021-05-04
4236497,1617580800,1620086400,1618099200,1620149144,2021-05-04
4744278,1618185600,1620086400,1618704000,1620149144,2021-05-04
5555237,1618790400,1620086400,1619308800,1620149144,2021-05-04
6148969,1619395200,1620086400,1619913600,1620149144,2021-05-04
