"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-02-27",0,3,0,0
"2020-02-28",0,4,0,1
"2020-02-29",0,4,0,0
"2020-03-01",0,4,0,0
"2020-03-02",0,5,0,1
"2020-03-03",0,6,0,1
"2020-03-04",0,8,0,2
"2020-03-05",0,9,0,1
"2020-03-06",0,9,0,0
"2020-03-07",1,10,1,1
"2020-03-08",2,14,1,4
"2020-03-09",2,20,0,6
"2020-03-10",2,27,0,7
"2020-03-11",4,33,2,6
"2020-03-12",6,40,2,7
"2020-03-13",11,50,5,10
"2020-03-14",20,63,9,13
"2020-03-15",28,77,8,14
"2020-03-16",37,121,9,44
"2020-03-17",51,159,14,38
"2020-03-18",65,204,14,45
"2020-03-19",82,258,17,54
"2020-03-20",108,334,26,76
"2020-03-21",141,423,33,89
"2020-03-22",176,501,35,78
"2020-03-23",226,608,50,107
"2020-03-24",264,770,38,162
"2020-03-25",320,940,56,170
"2020-03-26",385,1156,65,216
"2020-03-27",437,1436,52,280
"2020-03-28",519,1637,82,201
"2020-03-29",580,1839,61,202
"2020-03-30",640,2132,60,293
"2020-03-31",721,2459,81,327
"2020-04-01",782,2749,61,290
"2020-04-02",841,3036,59,287
"2020-04-03",892,3353,51,317
"2020-04-04",952,3544,60,191
"2020-04-05",998,3734,46,190
"2020-04-06",1056,4032,58,298
"2020-04-07",1114,4311,58,279
"2020-04-08",1149,4635,35,324
"2020-04-09",1189,4893,40,258
"2020-04-10",1236,5161,47,268
"2020-04-11",1288,5314,52,153
"2020-04-12",1312,5466,24,152
"2020-04-13",1345,5591,33,125
"2020-04-14",1381,5762,36,171
"2020-04-15",1411,5951,30,189
"2020-04-16",1443,6110,32,159
"2020-04-17",1479,6292,36,182
"2020-04-18",1497,6383,18,91
"2020-04-19",1511,6445,14,62
"2020-04-20",1535,6587,24,142
"2020-04-21",1556,6737,21,150
"2020-04-22",1582,6862,26,125
"2020-04-23",1603,6987,21,125
"2020-04-24",1624,7141,21,154
"2020-04-25",1642,7211,18,70
"2020-04-26",1658,7279,16,68
"2020-04-27",1671,7352,13,73
"2020-04-28",1696,7449,25,97
"2020-04-29",1706,7529,10,80
"2020-04-30",1719,7620,13,91
"2020-05-01",1730,7716,11,96
"2020-05-02",1741,7760,11,44
"2020-05-03",1753,7777,12,17
"2020-05-04",1762,7861,9,84
"2020-05-05",1772,7901,10,40
"2020-05-06",1779,7964,7,63
"2020-05-07",1787,8032,8,68
"2020-05-08",1798,8096,11,64
"2020-05-09",1806,8137,8,41
"2020-05-10",1814,8161,8,24
"2020-05-11",1822,8224,8,63
"2020-05-12",1828,8286,6,62
"2020-05-13",1836,8343,8,57
"2020-05-14",1843,8396,7,53
"2020-05-15",1851,8447,8,51
"2020-05-16",1857,8465,6,18
"2020-05-17",1861,8475,4,10
"2020-05-18",1866,8515,5,40
"2020-05-19",1870,8560,4,45
"2020-05-20",1872,8607,2,47
"2020-05-21",1873,8621,1,14
"2020-05-22",1878,8670,5,49
"2020-05-23",1881,8700,3,30
"2020-05-24",1884,8717,3,17
"2020-05-25",1889,8746,5,29
"2020-05-26",1898,8790,9,44
"2020-05-27",1907,8824,9,34
"2020-05-28",1909,8850,2,26
"2020-05-29",1912,8883,3,33
"2020-05-30",1918,8899,6,16
"2020-05-31",1922,8909,4,10
"2020-06-01",1928,8921,6,12
"2020-06-02",1935,8941,7,20
"2020-06-03",1937,8974,2,33
"2020-06-04",1942,9004,5,30
"2020-06-05",1946,9038,4,34
"2020-06-06",1948,9050,2,12
"2020-06-07",1953,9061,5,11
"2020-06-08",1959,9089,6,28
"2020-06-09",1963,9110,4,21
"2020-06-10",1964,9126,1,16
"2020-06-11",1966,9137,2,11
"2020-06-12",1968,9158,2,21
"2020-06-13",1970,9165,2,7
"2020-06-14",1970,9171,0,6
"2020-06-15",1971,9181,1,10
"2020-06-16",1973,9197,2,16
"2020-06-17",1973,9210,0,13
"2020-06-18",1974,9223,1,13
"2020-06-19",1975,9245,1,22
"2020-06-20",1975,9254,0,9
"2020-06-21",1976,9261,1,7
"2020-06-22",1976,9272,0,11
"2020-06-23",1976,9288,0,16
"2020-06-24",1977,9293,1,5
"2020-06-25",1979,9302,2,9
"2020-06-26",1981,9321,2,19
"2020-06-27",1982,9326,1,5
"2020-06-28",1983,9329,1,3
"2020-06-29",1985,9347,2,18
"2020-06-30",1985,9358,0,11
"2020-07-01",1988,9366,3,8
"2020-07-02",1989,9371,1,5
"2020-07-03",1989,9382,0,11
"2020-07-04",1990,9385,1,3
"2020-07-05",1990,9387,0,2
"2020-07-06",1990,9390,0,3
"2020-07-07",1990,9397,0,7
"2020-07-08",1992,9403,2,6
"2020-07-09",1992,9405,0,2
"2020-07-10",1992,9414,0,9
"2020-07-11",1995,9416,3,2
"2020-07-12",1995,9418,0,2
"2020-07-13",1996,9424,1,6
"2020-07-14",1997,9433,1,9
"2020-07-15",2000,9440,3,7
"2020-07-16",2001,9447,1,7
"2020-07-17",2001,9453,0,6
"2020-07-18",2001,9457,0,4
"2020-07-19",2002,9461,1,4
"2020-07-20",2004,9470,2,9
"2020-07-21",2004,9484,0,14
"2020-07-22",2004,9492,0,8
"2020-07-23",2004,9500,0,8
"2020-07-24",2005,9508,1,8
"2020-07-25",2005,9510,0,2
"2020-07-26",2005,9512,0,2
"2020-07-27",2006,9520,1,8
"2020-07-28",2007,9532,1,12
"2020-07-29",2007,9544,0,12
"2020-07-30",2007,9552,0,8
"2020-07-31",2007,9559,0,7
"2020-08-01",2007,9563,0,4
"2020-08-02",2007,9570,0,7
"2020-08-03",2008,9583,1,13
"2020-08-04",2009,9597,1,14
"2020-08-05",2009,9609,0,12
"2020-08-06",2009,9617,0,8
"2020-08-07",2010,9629,1,12
"2020-08-08",2010,9637,0,8
"2020-08-09",2013,9642,3,5
"2020-08-10",2014,9651,1,9
"2020-08-11",2014,9663,0,12
"2020-08-12",2015,9683,1,20
"2020-08-13",2016,9697,1,14
"2020-08-14",2018,9716,2,19
"2020-08-15",2020,9725,2,9
"2020-08-16",2021,9732,1,7
"2020-08-17",2021,9749,0,17
"2020-08-18",2021,9762,0,13
"2020-08-19",2022,9773,1,11
