"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-02-27",0,3,0,0
"2020-02-28",0,4,0,1
"2020-02-29",0,4,0,0
"2020-03-01",0,4,0,0
"2020-03-02",0,5,0,1
"2020-03-03",0,6,0,1
"2020-03-04",0,8,0,2
"2020-03-05",0,9,0,1
"2020-03-06",0,9,0,0
"2020-03-07",1,10,1,1
"2020-03-08",2,14,1,4
"2020-03-09",2,20,0,6
"2020-03-10",2,27,0,7
"2020-03-11",4,33,2,6
"2020-03-12",6,40,2,7
"2020-03-13",11,51,5,11
"2020-03-14",20,64,9,13
"2020-03-15",28,79,8,15
"2020-03-16",37,123,9,44
"2020-03-17",52,161,15,38
"2020-03-18",66,207,14,46
"2020-03-19",83,262,17,55
"2020-03-20",109,340,26,78
"2020-03-21",142,430,33,90
"2020-03-22",177,509,35,79
"2020-03-23",227,616,50,107
"2020-03-24",265,778,38,162
"2020-03-25",321,949,56,171
"2020-03-26",386,1165,65,216
"2020-03-27",439,1448,53,283
"2020-03-28",521,1650,82,202
"2020-03-29",582,1853,61,203
"2020-03-30",642,2148,60,295
"2020-03-31",723,2475,81,327
"2020-04-01",784,2767,61,292
"2020-04-02",842,3055,58,288
"2020-04-03",893,3375,51,320
"2020-04-04",953,3569,60,194
"2020-04-05",999,3759,46,190
"2020-04-06",1057,4057,58,298
"2020-04-07",1115,4337,58,280
"2020-04-08",1150,4662,35,325
"2020-04-09",1190,4920,40,258
"2020-04-10",1237,5189,47,269
"2020-04-11",1289,5342,52,153
"2020-04-12",1313,5494,24,152
"2020-04-13",1346,5619,33,125
"2020-04-14",1382,5790,36,171
"2020-04-15",1412,5979,30,189
"2020-04-16",1444,6138,32,159
"2020-04-17",1480,6320,36,182
"2020-04-18",1498,6411,18,91
"2020-04-19",1512,6473,14,62
"2020-04-20",1536,6615,24,142
"2020-04-21",1557,6765,21,150
"2020-04-22",1583,6890,26,125
"2020-04-23",1604,7015,21,125
"2020-04-24",1625,7170,21,155
"2020-04-25",1643,7240,18,70
"2020-04-26",1659,7309,16,69
"2020-04-27",1672,7383,13,74
"2020-04-28",1697,7480,25,97
"2020-04-29",1707,7560,10,80
"2020-04-30",1720,7653,13,93
"2020-05-01",1731,7753,11,100
"2020-05-02",1742,7799,11,46
"2020-05-03",1754,7817,12,18
"2020-05-04",1763,7902,9,85
"2020-05-05",1773,7942,10,40
"2020-05-06",1780,8006,7,64
"2020-05-07",1788,8074,8,68
"2020-05-08",1799,8141,11,67
"2020-05-09",1807,8183,8,42
"2020-05-10",1815,8209,8,26
"2020-05-11",1823,8274,8,65
"2020-05-12",1829,8338,6,64
"2020-05-13",1837,8400,8,62
"2020-05-14",1845,8460,8,60
"2020-05-15",1853,8515,8,55
"2020-05-16",1859,8536,6,21
"2020-05-17",1864,8548,5,12
"2020-05-18",1869,8589,5,41
"2020-05-19",1873,8637,4,48
"2020-05-20",1875,8689,2,52
"2020-05-21",1876,8707,1,18
"2020-05-22",1881,8763,5,56
"2020-05-23",1884,8793,3,30
"2020-05-24",1887,8810,3,17
"2020-05-25",1892,8843,5,33
"2020-05-26",1901,8889,9,46
"2020-05-27",1910,8927,9,38
"2020-05-28",1912,8955,2,28
"2020-05-29",1915,8992,3,37
"2020-05-30",1921,9011,6,19
"2020-05-31",1925,9021,4,10
"2020-06-01",1931,9033,6,12
"2020-06-02",1938,9055,7,22
"2020-06-03",1940,9090,2,35
"2020-06-04",1945,9122,5,32
"2020-06-05",1949,9159,4,37
"2020-06-06",1951,9172,2,13
"2020-06-07",1956,9184,5,12
"2020-06-08",1962,9214,6,30
"2020-06-09",1966,9236,4,22
"2020-06-10",1967,9252,1,16
"2020-06-11",1969,9263,2,11
"2020-06-12",1971,9287,2,24
"2020-06-13",1973,9294,2,7
"2020-06-14",1973,9301,0,7
"2020-06-15",1974,9313,1,12
"2020-06-16",1976,9329,2,16
"2020-06-17",1976,9343,0,14
"2020-06-18",1977,9357,1,14
"2020-06-19",1978,9380,1,23
"2020-06-20",1978,9390,0,10
"2020-06-21",1979,9398,1,8
"2020-06-22",1979,9411,0,13
"2020-06-23",1979,9429,0,18
"2020-06-24",1980,9435,1,6
"2020-06-25",1982,9444,2,9
"2020-06-26",1984,9463,2,19
"2020-06-27",1985,9469,1,6
"2020-06-28",1986,9473,1,4
"2020-06-29",1988,9493,2,20
"2020-06-30",1988,9506,0,13
"2020-07-01",1991,9514,3,8
"2020-07-02",1992,9520,1,6
"2020-07-03",1992,9532,0,12
"2020-07-04",1993,9536,1,4
"2020-07-05",1993,9539,0,3
"2020-07-06",1993,9542,0,3
"2020-07-07",1993,9550,0,8
"2020-07-08",1995,9556,2,6
"2020-07-09",1995,9559,0,3
"2020-07-10",1995,9571,0,12
"2020-07-11",1998,9573,3,2
"2020-07-12",1998,9575,0,2
"2020-07-13",1999,9582,1,7
"2020-07-14",2000,9593,1,11
"2020-07-15",2003,9602,3,9
"2020-07-16",2004,9610,1,8
"2020-07-17",2004,9619,0,9
"2020-07-18",2004,9624,0,5
"2020-07-19",2005,9628,1,4
"2020-07-20",2007,9637,2,9
"2020-07-21",2007,9652,0,15
"2020-07-22",2007,9660,0,8
"2020-07-23",2007,9670,0,10
"2020-07-24",2008,9681,1,11
"2020-07-25",2008,9683,0,2
"2020-07-26",2008,9685,0,2
"2020-07-27",2009,9693,1,8
"2020-07-28",2010,9705,1,12
"2020-07-29",2010,9717,0,12
"2020-07-30",2010,9726,0,9
"2020-07-31",2010,9733,0,7
"2020-08-01",2010,9737,0,4
"2020-08-02",2010,9744,0,7
"2020-08-03",2011,9757,1,13
"2020-08-04",2012,9771,1,14
"2020-08-05",2012,9783,0,12
"2020-08-06",2012,9791,0,8
"2020-08-07",2013,9803,1,12
"2020-08-08",2013,9811,0,8
"2020-08-09",2016,9817,3,6
"2020-08-10",2017,9826,1,9
"2020-08-11",2017,9838,0,12
"2020-08-12",2018,9858,1,20
"2020-08-13",2019,9872,1,14
"2020-08-14",2021,9891,2,19
"2020-08-15",2023,9900,2,9
"2020-08-16",2024,9907,1,7
"2020-08-17",2024,9926,0,19
"2020-08-18",2024,9940,0,14
"2020-08-19",2026,9952,2,12
