"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-02-27",0,3,0,0
"2020-02-28",0,4,0,1
"2020-02-29",0,4,0,0
"2020-03-01",0,4,0,0
"2020-03-02",0,5,0,1
"2020-03-03",0,6,0,1
"2020-03-04",0,8,0,2
"2020-03-05",0,9,0,1
"2020-03-06",0,9,0,0
"2020-03-07",1,10,1,1
"2020-03-08",2,14,1,4
"2020-03-09",2,20,0,6
"2020-03-10",2,27,0,7
"2020-03-11",4,33,2,6
"2020-03-12",6,40,2,7
"2020-03-13",11,51,5,11
"2020-03-14",20,64,9,13
"2020-03-15",28,79,8,15
"2020-03-16",37,123,9,44
"2020-03-17",52,161,15,38
"2020-03-18",66,207,14,46
"2020-03-19",83,262,17,55
"2020-03-20",109,340,26,78
"2020-03-21",142,430,33,90
"2020-03-22",177,509,35,79
"2020-03-23",227,617,50,108
"2020-03-24",265,779,38,162
"2020-03-25",321,950,56,171
"2020-03-26",386,1166,65,216
"2020-03-27",439,1449,53,283
"2020-03-28",521,1651,82,202
"2020-03-29",582,1854,61,203
"2020-03-30",642,2149,60,295
"2020-03-31",723,2476,81,327
"2020-04-01",784,2768,61,292
"2020-04-02",842,3056,58,288
"2020-04-03",893,3376,51,320
"2020-04-04",953,3570,60,194
"2020-04-05",999,3760,46,190
"2020-04-06",1057,4058,58,298
"2020-04-07",1115,4338,58,280
"2020-04-08",1150,4665,35,327
"2020-04-09",1190,4924,40,259
"2020-04-10",1237,5195,47,271
"2020-04-11",1289,5349,52,154
"2020-04-12",1313,5502,24,153
"2020-04-13",1346,5627,33,125
"2020-04-14",1382,5800,36,173
"2020-04-15",1412,5992,30,192
"2020-04-16",1444,6153,32,161
"2020-04-17",1480,6335,36,182
"2020-04-18",1498,6428,18,93
"2020-04-19",1512,6491,14,63
"2020-04-20",1536,6633,24,142
"2020-04-21",1557,6783,21,150
"2020-04-22",1583,6908,26,125
"2020-04-23",1604,7034,21,126
"2020-04-24",1626,7190,22,156
"2020-04-25",1644,7259,18,69
"2020-04-26",1660,7328,16,69
"2020-04-27",1673,7403,13,75
"2020-04-28",1698,7500,25,97
"2020-04-29",1708,7580,10,80
"2020-04-30",1722,7675,14,95
"2020-05-01",1733,7776,11,101
"2020-05-02",1744,7823,11,47
"2020-05-03",1756,7841,12,18
"2020-05-04",1765,7926,9,85
"2020-05-05",1775,7966,10,40
"2020-05-06",1782,8030,7,64
"2020-05-07",1790,8098,8,68
"2020-05-08",1801,8165,11,67
"2020-05-09",1809,8207,8,42
"2020-05-10",1817,8233,8,26
"2020-05-11",1825,8298,8,65
"2020-05-12",1831,8362,6,64
"2020-05-13",1839,8424,8,62
"2020-05-14",1847,8484,8,60
"2020-05-15",1855,8539,8,55
"2020-05-16",1861,8560,6,21
"2020-05-17",1866,8572,5,12
"2020-05-18",1871,8613,5,41
"2020-05-19",1875,8661,4,48
"2020-05-20",1877,8713,2,52
"2020-05-21",1878,8731,1,18
"2020-05-22",1883,8787,5,56
"2020-05-23",1886,8817,3,30
"2020-05-24",1889,8834,3,17
"2020-05-25",1894,8867,5,33
"2020-05-26",1903,8913,9,46
"2020-05-27",1912,8951,9,38
"2020-05-28",1914,8979,2,28
"2020-05-29",1917,9016,3,37
"2020-05-30",1923,9035,6,19
"2020-05-31",1927,9045,4,10
"2020-06-01",1933,9057,6,12
"2020-06-02",1940,9079,7,22
"2020-06-03",1942,9114,2,35
"2020-06-04",1947,9146,5,32
"2020-06-05",1951,9183,4,37
"2020-06-06",1953,9196,2,13
"2020-06-07",1958,9208,5,12
"2020-06-08",1964,9238,6,30
"2020-06-09",1968,9260,4,22
"2020-06-10",1969,9276,1,16
"2020-06-11",1971,9287,2,11
"2020-06-12",1973,9311,2,24
"2020-06-13",1975,9318,2,7
"2020-06-14",1975,9325,0,7
"2020-06-15",1976,9337,1,12
"2020-06-16",1978,9353,2,16
"2020-06-17",1978,9367,0,14
"2020-06-18",1979,9381,1,14
"2020-06-19",1980,9404,1,23
"2020-06-20",1980,9414,0,10
"2020-06-21",1981,9422,1,8
"2020-06-22",1981,9435,0,13
"2020-06-23",1981,9453,0,18
"2020-06-24",1982,9459,1,6
"2020-06-25",1984,9468,2,9
"2020-06-26",1986,9487,2,19
"2020-06-27",1987,9493,1,6
"2020-06-28",1988,9497,1,4
"2020-06-29",1990,9517,2,20
"2020-06-30",1990,9530,0,13
"2020-07-01",1993,9538,3,8
"2020-07-02",1994,9544,1,6
"2020-07-03",1994,9556,0,12
"2020-07-04",1995,9560,1,4
"2020-07-05",1995,9563,0,3
"2020-07-06",1995,9566,0,3
"2020-07-07",1995,9574,0,8
"2020-07-08",1997,9580,2,6
"2020-07-09",1997,9583,0,3
"2020-07-10",1997,9595,0,12
"2020-07-11",2000,9597,3,2
"2020-07-12",2000,9599,0,2
"2020-07-13",2001,9606,1,7
"2020-07-14",2002,9617,1,11
"2020-07-15",2005,9626,3,9
"2020-07-16",2006,9634,1,8
"2020-07-17",2006,9643,0,9
"2020-07-18",2006,9648,0,5
"2020-07-19",2007,9652,1,4
"2020-07-20",2009,9661,2,9
"2020-07-21",2009,9676,0,15
"2020-07-22",2009,9684,0,8
"2020-07-23",2009,9694,0,10
"2020-07-24",2010,9705,1,11
"2020-07-25",2010,9707,0,2
"2020-07-26",2010,9709,0,2
"2020-07-27",2011,9717,1,8
"2020-07-28",2012,9729,1,12
"2020-07-29",2012,9741,0,12
"2020-07-30",2012,9750,0,9
"2020-07-31",2012,9757,0,7
"2020-08-01",2012,9761,0,4
"2020-08-02",2012,9768,0,7
"2020-08-03",2013,9781,1,13
"2020-08-04",2014,9795,1,14
"2020-08-05",2014,9807,0,12
"2020-08-06",2014,9815,0,8
"2020-08-07",2015,9827,1,12
"2020-08-08",2015,9835,0,8
"2020-08-09",2018,9841,3,6
"2020-08-10",2019,9850,1,9
"2020-08-11",2019,9862,0,12
"2020-08-12",2020,9882,1,20
"2020-08-13",2021,9896,1,14
"2020-08-14",2023,9915,2,19
"2020-08-15",2025,9924,2,9
"2020-08-16",2026,9931,1,7
"2020-08-17",2026,9950,0,19
"2020-08-18",2026,9964,0,14
"2020-08-19",2028,9976,2,12
