"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-02-27",0,3,0,0
"2020-02-28",0,4,0,1
"2020-02-29",0,4,0,0
"2020-03-01",0,4,0,0
"2020-03-02",0,5,0,1
"2020-03-03",0,6,0,1
"2020-03-04",0,8,0,2
"2020-03-05",0,9,0,1
"2020-03-06",0,9,0,0
"2020-03-07",1,10,1,1
"2020-03-08",2,14,1,4
"2020-03-09",2,20,0,6
"2020-03-10",2,27,0,7
"2020-03-11",4,33,2,6
"2020-03-12",6,40,2,7
"2020-03-13",11,50,5,10
"2020-03-14",20,63,9,13
"2020-03-15",28,77,8,14
"2020-03-16",37,121,9,44
"2020-03-17",51,159,14,38
"2020-03-18",65,204,14,45
"2020-03-19",82,258,17,54
"2020-03-20",108,334,26,76
"2020-03-21",141,423,33,89
"2020-03-22",176,501,35,78
"2020-03-23",226,608,50,107
"2020-03-24",264,769,38,161
"2020-03-25",320,939,56,170
"2020-03-26",385,1155,65,216
"2020-03-27",437,1435,52,280
"2020-03-28",519,1636,82,201
"2020-03-29",580,1838,61,202
"2020-03-30",640,2131,60,293
"2020-03-31",721,2458,81,327
"2020-04-01",782,2748,61,290
"2020-04-02",841,3035,59,287
"2020-04-03",892,3352,51,317
"2020-04-04",952,3543,60,191
"2020-04-05",998,3733,46,190
"2020-04-06",1056,4031,58,298
"2020-04-07",1114,4310,58,279
"2020-04-08",1149,4634,35,324
"2020-04-09",1189,4892,40,258
"2020-04-10",1236,5160,47,268
"2020-04-11",1288,5313,52,153
"2020-04-12",1312,5465,24,152
"2020-04-13",1345,5590,33,125
"2020-04-14",1381,5761,36,171
"2020-04-15",1411,5950,30,189
"2020-04-16",1443,6109,32,159
"2020-04-17",1479,6291,36,182
"2020-04-18",1497,6382,18,91
"2020-04-19",1511,6444,14,62
"2020-04-20",1535,6586,24,142
"2020-04-21",1556,6736,21,150
"2020-04-22",1582,6861,26,125
"2020-04-23",1603,6986,21,125
"2020-04-24",1625,7140,22,154
"2020-04-25",1643,7210,18,70
"2020-04-26",1659,7278,16,68
"2020-04-27",1672,7351,13,73
"2020-04-28",1697,7448,25,97
"2020-04-29",1707,7528,10,80
"2020-04-30",1720,7619,13,91
"2020-05-01",1731,7715,11,96
"2020-05-02",1742,7759,11,44
"2020-05-03",1754,7776,12,17
"2020-05-04",1763,7860,9,84
"2020-05-05",1773,7900,10,40
"2020-05-06",1780,7963,7,63
"2020-05-07",1788,8031,8,68
"2020-05-08",1799,8095,11,64
"2020-05-09",1807,8136,8,41
"2020-05-10",1815,8160,8,24
"2020-05-11",1823,8223,8,63
"2020-05-12",1829,8285,6,62
"2020-05-13",1837,8342,8,57
"2020-05-14",1844,8395,7,53
"2020-05-15",1852,8446,8,51
"2020-05-16",1858,8464,6,18
"2020-05-17",1862,8474,4,10
"2020-05-18",1867,8514,5,40
"2020-05-19",1871,8559,4,45
"2020-05-20",1873,8606,2,47
"2020-05-21",1874,8620,1,14
"2020-05-22",1879,8669,5,49
"2020-05-23",1882,8699,3,30
"2020-05-24",1885,8716,3,17
"2020-05-25",1890,8745,5,29
"2020-05-26",1899,8789,9,44
"2020-05-27",1908,8823,9,34
"2020-05-28",1910,8849,2,26
"2020-05-29",1913,8882,3,33
"2020-05-30",1919,8898,6,16
"2020-05-31",1923,8908,4,10
"2020-06-01",1929,8920,6,12
"2020-06-02",1936,8940,7,20
"2020-06-03",1938,8973,2,33
"2020-06-04",1943,9003,5,30
"2020-06-05",1947,9037,4,34
"2020-06-06",1949,9049,2,12
"2020-06-07",1954,9060,5,11
"2020-06-08",1960,9088,6,28
"2020-06-09",1964,9109,4,21
"2020-06-10",1965,9125,1,16
"2020-06-11",1967,9136,2,11
"2020-06-12",1969,9157,2,21
"2020-06-13",1971,9164,2,7
"2020-06-14",1971,9170,0,6
"2020-06-15",1972,9180,1,10
"2020-06-16",1974,9196,2,16
"2020-06-17",1974,9209,0,13
"2020-06-18",1975,9222,1,13
"2020-06-19",1976,9244,1,22
"2020-06-20",1976,9253,0,9
"2020-06-21",1977,9260,1,7
"2020-06-22",1977,9271,0,11
"2020-06-23",1977,9287,0,16
"2020-06-24",1978,9292,1,5
"2020-06-25",1980,9301,2,9
"2020-06-26",1982,9320,2,19
"2020-06-27",1983,9325,1,5
"2020-06-28",1984,9328,1,3
"2020-06-29",1986,9346,2,18
"2020-06-30",1986,9357,0,11
"2020-07-01",1989,9365,3,8
"2020-07-02",1990,9370,1,5
"2020-07-03",1990,9381,0,11
"2020-07-04",1991,9384,1,3
"2020-07-05",1991,9386,0,2
"2020-07-06",1991,9389,0,3
"2020-07-07",1991,9396,0,7
"2020-07-08",1993,9402,2,6
"2020-07-09",1993,9404,0,2
"2020-07-10",1993,9413,0,9
"2020-07-11",1996,9415,3,2
"2020-07-12",1996,9417,0,2
"2020-07-13",1997,9423,1,6
"2020-07-14",1998,9432,1,9
"2020-07-15",2001,9439,3,7
"2020-07-16",2002,9446,1,7
"2020-07-17",2002,9452,0,6
"2020-07-18",2002,9456,0,4
"2020-07-19",2003,9460,1,4
"2020-07-20",2005,9469,2,9
"2020-07-21",2005,9483,0,14
"2020-07-22",2005,9491,0,8
"2020-07-23",2005,9499,0,8
"2020-07-24",2006,9507,1,8
"2020-07-25",2006,9509,0,2
"2020-07-26",2006,9511,0,2
"2020-07-27",2007,9519,1,8
"2020-07-28",2008,9531,1,12
"2020-07-29",2008,9543,0,12
"2020-07-30",2008,9551,0,8
"2020-07-31",2008,9558,0,7
"2020-08-01",2008,9562,0,4
"2020-08-02",2008,9569,0,7
"2020-08-03",2009,9582,1,13
"2020-08-04",2010,9596,1,14
"2020-08-05",2010,9608,0,12
"2020-08-06",2010,9616,0,8
"2020-08-07",2011,9628,1,12
"2020-08-08",2011,9636,0,8
"2020-08-09",2014,9641,3,5
"2020-08-10",2015,9650,1,9
"2020-08-11",2015,9662,0,12
"2020-08-12",2016,9682,1,20
"2020-08-13",2017,9696,1,14
"2020-08-14",2019,9715,2,19
"2020-08-15",2021,9724,2,9
"2020-08-16",2022,9731,1,7
"2020-08-17",2022,9748,0,17
"2020-08-18",2022,9761,0,13
"2020-08-19",2023,9772,1,11
