"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-08-20",2029,9938,5,25
"2020-08-21",2030,9969,1,31
"2020-08-22",2032,9980,2,11
"2020-08-23",2033,9989,1,9
"2020-08-24",2034,10003,1,14
"2020-08-25",2037,10027,3,24
"2020-08-26",2040,10046,3,19
"2020-08-27",2040,10057,0,11
"2020-08-28",2043,10075,3,18
"2020-08-29",2044,10084,1,9
"2020-08-30",2045,10088,1,4
"2020-08-31",2046,10102,1,14
"2020-09-01",2046,10120,0,18
"2020-09-02",2047,10139,1,19
"2020-09-03",2048,10151,1,12
"2020-09-04",2048,10170,0,19
"2020-09-05",2048,10178,0,8
"2020-09-06",2051,10187,3,9
"2020-09-07",2051,10199,0,12
"2020-09-08",2052,10221,1,22
"2020-09-09",2053,10244,1,23
"2020-09-10",2056,10264,3,20
"2020-09-11",2056,10282,0,18
"2020-09-12",2057,10297,1,15
"2020-09-13",2057,10315,0,18
"2020-09-14",2061,10341,4,26
"2020-09-15",2062,10370,1,29
"2020-09-16",2064,10410,2,40
"2020-09-17",2068,10445,4,35
"2020-09-18",2068,10486,0,41
"2020-09-19",2070,10511,2,25
"2020-09-20",2074,10535,4,24
"2020-09-21",2079,10572,5,37
"2020-09-22",2084,10619,5,47
"2020-09-23",2087,10674,3,55
"2020-09-24",2090,10731,3,57
"2020-09-25",2094,10804,4,73
"2020-09-26",2099,10844,5,40
"2020-09-27",2105,10888,6,44
"2020-09-28",2110,10946,5,58
"2020-09-29",2121,11024,11,78
"2020-09-30",2129,11100,8,76
"2020-10-01",2134,11191,5,91
"2020-10-02",2143,11291,9,100
"2020-10-03",2151,11340,8,49
"2020-10-04",2159,11391,8,51
"2020-10-05",2167,11486,8,95
"2020-10-06",2175,11596,8,110
"2020-10-07",2182,11713,7,117
"2020-10-08",2191,11824,9,111
"2020-10-09",2197,11971,6,147
"2020-10-10",2206,12059,9,88
"2020-10-11",2215,12129,9,70
"2020-10-12",2235,12243,20,114
"2020-10-13",2252,12419,17,176
"2020-10-14",2268,12574,16,155
"2020-10-15",2279,12712,11,138
"2020-10-16",2299,12900,20,188
"2020-10-17",2314,13017,15,117
"2020-10-18",2338,13106,24,89
"2020-10-19",2358,13255,20,149
"2020-10-20",2379,13451,21,196
"2020-10-21",2404,13612,25,161
"2020-10-22",2432,13791,28,179
"2020-10-23",2467,14004,35,213
"2020-10-24",2487,14140,20,136
"2020-10-25",2522,14252,35,112
"2020-10-26",2548,14481,26,229
"2020-10-27",2577,14723,29,242
"2020-10-28",2604,14973,27,250
"2020-10-29",2625,15206,21,233
"2020-10-30",2660,15431,35,225
"2020-10-31",2689,15585,29,154
"2020-11-01",2728,15705,39,120
"2020-11-02",2755,15947,27,242
"2020-11-03",2788,16191,33,244
"2020-11-04",2817,16458,29,267
"2020-11-05",2844,16727,27,269
"2020-11-06",2876,16969,32,242
"2020-11-07",2911,17085,35,116
"2020-11-08",2946,17190,35,105
"2020-11-09",2972,17417,26,227
"2020-11-10",3008,17636,36,219
"2020-11-11",3033,17845,25,209
"2020-11-12",3065,18052,32,207
"2020-11-13",3089,18270,24,218
"2020-11-14",3118,18375,29,105
"2020-11-15",3135,18455,17,80
"2020-11-16",3156,18646,21,191
"2020-11-17",3173,18853,17,207
"2020-11-18",3198,19068,25,215
"2020-11-19",3219,19277,21,209
"2020-11-20",3242,19476,23,199
"2020-11-21",3269,19573,27,97
"2020-11-22",3283,19638,14,65
"2020-11-23",3297,19803,14,165
"2020-11-24",3319,19986,22,183
"2020-11-25",3340,20122,21,136
"2020-11-26",3362,20276,22,154
"2020-11-27",3386,20427,24,151
"2020-11-28",3404,20516,18,89
"2020-11-29",3425,20565,21,49
"2020-11-30",3445,20714,20,149
"2020-12-01",3460,20877,15,163
"2020-12-02",3481,21015,21,138
"2020-12-03",3506,21149,25,134
"2020-12-04",3531,21302,25,153
"2020-12-05",3545,21370,14,68
"2020-12-06",3572,21451,27,81
"2020-12-07",3593,21605,21,154
"2020-12-08",3611,21762,18,157
"2020-12-09",3628,21918,17,156
"2020-12-10",3655,22052,27,134
"2020-12-11",3671,22200,16,148
"2020-12-12",3699,22282,28,82
"2020-12-13",3724,22359,25,77
"2020-12-14",3752,22520,28,161
"2020-12-15",3773,22684,21,164
"2020-12-16",3801,22847,28,163
"2020-12-17",3831,23022,30,175
"2020-12-18",3850,23251,19,229
"2020-12-19",3886,23362,36,111
"2020-12-20",3924,23452,38,90
"2020-12-21",3945,23655,21,203
"2020-12-22",3977,23858,32,203
"2020-12-23",4018,24062,41,204
"2020-12-24",4053,24307,35,245
"2020-12-25",4082,24451,29,144
"2020-12-26",4113,24562,31,111
"2020-12-27",4153,24649,40,87
"2020-12-28",4188,24831,35,182
"2020-12-29",4224,25053,36,222
"2020-12-30",4263,25317,39,264
"2020-12-31",4305,25596,42,279
"2021-01-01",4336,25723,31,127
"2021-01-02",4376,25860,40,137
"2021-01-03",4419,25983,43,123
"2021-01-04",4467,26204,48,221
"2021-01-05",4508,26430,41,226
"2021-01-06",4552,26642,44,212
"2021-01-07",4585,26859,33,217
"2021-01-08",4623,27101,38,242
"2021-01-09",4654,27224,31,123
"2021-01-10",4689,27303,35,79
"2021-01-11",4715,27502,26,199
"2021-01-12",4747,27705,32,203
"2021-01-13",4770,27898,23,193
"2021-01-14",4797,28052,27,154
"2021-01-15",4824,28200,27,148
"2021-01-16",4829,28209,5,9
