Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-06-29T11:14:39Z,2021-05-31,P.1,Gamma,VOC,1179,21
1,2021-06-29T11:14:39Z,2021-05-31,B.1.617.2,Delta,VOC,1179,37
1,2021-06-29T11:14:39Z,2021-05-31,B.1.525,Eta,VOI,1179,1
1,2021-06-29T11:14:39Z,2021-05-31,B.1.427/B.1.429,Epsilon,VOI,1179,0
1,2021-06-29T11:14:39Z,2021-05-31,P.3,Theta,VOI,1179,0
1,2021-06-29T11:14:39Z,2021-05-31,B.1.616,"",VOI,1179,0
1,2021-06-29T11:14:39Z,2021-05-31,B.1.617.1,Kappa,VOI,1179,0
1,2021-06-29T11:14:39Z,2021-05-31,B.1.620,"",VOI,1179,0
1,2021-06-29T11:14:39Z,2021-05-31,B.1.621,"",VOI,1179,3
1,2021-06-29T11:14:39Z,2021-06-07,B.1.1.7,Alpha,VOC,578,501
1,2021-06-29T11:14:39Z,2021-06-07,B.1.1.7+S:E484K,"",VOC,578,4
1,2021-06-29T11:14:39Z,2021-06-07,B.1.351,Beta,VOC,578,0
1,2021-06-29T11:14:39Z,2021-06-07,P.1,Gamma,VOC,578,10
1,2021-06-29T11:14:39Z,2021-06-07,B.1.617.2,Delta,VOC,578,55
1,2021-06-29T11:14:39Z,2021-06-07,B.1.525,Eta,VOI,578,1
1,2021-06-29T11:14:39Z,2021-06-07,B.1.427/B.1.429,Epsilon,VOI,578,0
1,2021-06-29T11:14:39Z,2021-06-07,P.3,Theta,VOI,578,0
1,2021-06-29T11:14:39Z,2021-06-07,B.1.616,"",VOI,578,0
1,2021-06-29T11:14:39Z,2021-06-07,B.1.617.1,Kappa,VOI,578,3
1,2021-06-29T11:14:39Z,2021-06-07,B.1.620,"",VOI,578,0
1,2021-06-29T11:14:39Z,2021-06-07,B.1.621,"",VOI,578,3
